Restaurant ID,Restaurant Name,Country Code,Country,City,Locality,Address,Longitude,Latitude,Geo Valid,Cuisines,Cuisine Count,Currency,Average Cost for two,Cost Band (INR),Price range,Price Range Label,Has Table booking,Has Online delivery,Is delivering now,Aggregate rating,Is Rated,Credible Rating,Rating text,Votes,Has Votes,Value Score
17621780,HuHot Mongolian Grill,216,United States,Sioux City,Sioux City,"4229 S Lakeport St, Sioux City, IA 51106",-96.3479,42.4391,True,"Asian, Chinese",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,94,True,
17621781,Hunan Palace,216,United States,Sioux City,Sioux City,"3523 Singing Hills Blvd, Sioux City, IA 51106",-96.362,42.4375,True,Chinese,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.8,True,True,Good,129,True,
17621788,Jerry's Pizza,216,United States,Sioux City,Sioux City,"1417 Morningside Ave, Sioux City, IA 51106",-96.3596,42.4764,True,Pizza,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.8,True,True,Good,178,True,
17621793,Jim's Burgers,216,United States,Sioux City,Sioux City,"800 Pierce St, Sioux City, IA 51101",-96.4048,42.4985,True,Burger,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,97,True,
17621796,Johnnie Mars,216,United States,Sioux City,Sioux City,"2401 5th St, Sioux City, IA 51101",-96.378049,42.495534,True,"American, Desserts, Diner",3,Dollar($),10.0,,1,1 - Budget,False,False,False,3.9,True,True,Good,161,True,
17621831,Miles Inn,216,United States,Sioux City,Sioux City,"2622 Leech Ave, Sioux City, IA 51106",-96.3755,42.4876,True,American,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,122,True,
17621832,Milwaukee Wiener House,216,United States,Sioux City,Sioux City,"301 Douglas St, Sioux City, IA 51101",-96.4063904,42.4930681,True,"American, Fast Food",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.8,True,True,Good,195,True,
17621833,Minerva's Food & Cocktails,216,United States,Sioux City,Sioux City,"2945 Hamilton Blvd, Sioux City, IA 51104",-96.418,42.5212,True,"American, Seafood, Steak",3,Dollar($),40.0,,3,3 - Premium,False,False,False,3.7,True,True,Good,146,True,
17621834,Monterrey Mexican Restaurant,216,United States,Sioux City,Sioux City,"3138 Singing Hills Blvd, Sioux City, IA 51106",-96.3691,42.4351,True,Mexican,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,117,True,
17621869,Rebos,216,United States,Sioux City,Sioux City,"1107 4th St, Sioux City, IA 51101",-96.3959487,42.4944454,True,"Caribbean, Mexican, Cajun",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.8,True,True,Good,187,True,
17621960,Tokyo Japanese Steakhouse & Sushi Bar,216,United States,Sioux City,Sioux City,"4567 Southern Hills Drive, Sioux City, IA 51106",-96.349464,42.440592,True,"Japanese, Steak, Sushi",3,Dollar($),40.0,,3,3 - Premium,False,False,False,3.9,True,True,Good,239,True,
17621746,Diamond Thai Cuisine,216,United States,Sioux City,Sioux City,"515 W 7th St, Sioux City, IA 51103",-96.4136,42.5011,True,"Asian, Thai, Vegetarian",3,Dollar($),10.0,,1,1 - Budget,False,False,False,4.0,True,True,Very Good,303,True,
17621755,El Fredo Pizza,216,United States,Sioux City,Sioux City,"523 W 19th St, Sioux City, IA 51103",-96.4204,42.5106,True,Pizza,1,Dollar($),40.0,,3,3 - Premium,False,False,False,4.0,True,True,Very Good,280,True,
17621946,Trattoria Fresco,216,United States,Sioux City,Sioux City,"416 Jackson St., Sioux City, IA 51101",-96.4019631,42.4949153,True,Italian,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.0,True,True,Very Good,271,True,
17621552,Kahill's Steak-Fish Chophouse,216,United States,Sioux City,South Sioux City,"385 E 4th St, South Sioux City, IA 68776",-96.4092028,42.485608,True,"American, Seafood, Steak",3,Dollar($),70.0,,4,4 - Luxury,False,False,False,3.5,True,True,Good,58,True,
17096140,Rumba Island Bar & Grill,216,United States,Tampa Bay,Clearwater,"1800 Gulf To Bay Blvd, Clearwater, FL 33765",-82.762624,27.96076,True,"BBQ, Caribbean, Seafood",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.6,True,True,Excellent,1321,True,
17099925,Red Mesa Cantina,216,United States,Tampa Bay,Downtown St Petersburg,"128 3rd St S, St Petersburg, FL 33701",-82.636924,27.770026,True,"Latin American, Mexican, Southwestern",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.6,True,True,Excellent,1629,True,
17092257,BellaBrava,216,United States,Tampa Bay,Downtown St Petersburg,"204 Beach Drive Northeast, St Petersburg, FL 33701",-82.6329663,27.7737426,True,"American, Italian, Seafood",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.1,True,True,Very Good,921,True,
17092799,Ceviche Tapas Bar & Restaurant,216,United States,Tampa Bay,Downtown St Petersburg,"10 Beach Dr, St Petersburg, FL 33701",-82.6333294,27.7711464,True,"Spanish, Tapas",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.1,True,True,Very Good,986,True,
17095222,The Moon Under Water,216,United States,Tampa Bay,Downtown St Petersburg,"332 Beach Dr NE, St Petersburg, FL 33701",-82.632174,27.775462,True,"British, Bar Food, Sandwich",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.1,True,True,Very Good,1020,True,
17092293,Bern's Steak House,216,United States,Tampa Bay,Hyde Park,"1208 S Howard Ave, Tampa, FL 33606",-82.482962,27.931516,True,"American, Desserts, Steak",3,Dollar($),70.0,,4,4 - Luxury,False,False,False,4.7,True,True,Excellent,3157,True,
17102241,Boca Kitchen Bar Market,216,United States,Tampa Bay,Hyde Park,"901 W. Platt St., Tampa, FL 33606",-82.46887,27.941942,True,Breakfast,1,Dollar($),40.0,,3,3 - Premium,False,False,False,3.9,True,True,Good,665,True,
17102579,Edison: Food+Drink Lab,216,United States,Tampa Bay,Hyde Park,"912 W Kennedy Blvd, Tampa, FL 33606",-82.469306,27.944244,True,International,1,Dollar($),70.0,,4,4 - Luxury,False,False,False,3.9,True,True,Good,373,True,
17092801,Ceviche Tapas Bar & Restaurant,216,United States,Tampa Bay,Hyde Park,"2500 W Azeele St, Tampa, FL 33609",-82.4852372,27.9410382,True,"Breakfast, Spanish, Tapas",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.4,True,True,Very Good,1007,True,
17093273,Daily Eats,216,United States,Tampa Bay,Hyde Park,"901 S Howard Avenue, Tampa, FL 33606",-82.483124,27.935039,True,"American, Burger",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.4,True,True,Very Good,803,True,
17096198,Salt Rock Grill,216,United States,Tampa Bay,Indian Rocks/Indian Shores,"19325 Gulf Blvd, Indian Shores, FL 33785",-82.843253,27.848357,True,"American, Seafood, Steak",3,Dollar($),40.0,,3,3 - Premium,False,False,False,4.2,True,True,Very Good,1363,True,
17095098,Mazzaro's Italian Market,216,United States,Tampa Bay,Kenwood,"2909 22nd Ave N, St Petersburg, FL 33713",-82.673621,27.792047,True,"Italian, Deli",2,Dollar($),10.0,,1,1 - Budget,False,False,False,4.9,True,True,Excellent,1424,True,
17093135,Conch Republic Grill,216,United States,Tampa Bay,Madeira Beach/Redington Beach,"16699 Gulf Blvd, North Redington Beach, FL 33708",-82.820856,27.816086,True,"Sandwich, Seafood, Steak",3,Dollar($),40.0,,3,3 - Premium,False,False,False,4.5,True,True,Excellent,844,True,
17095236,Mr. Dunderbak's Biergarten and Marketplatz,216,United States,Tampa Bay,New Tampa,"14929 Bruce B Downs Blvd, Tampa, FL 33612",-82.41294,28.082909,True,"European, German",2,Dollar($),40.0,,3,3 - Premium,False,False,False,4.9,True,True,Excellent,1413,True,
17095979,Red Mesa Restaurant,216,United States,Tampa Bay,Northeast St Petersburg,"4912 4th St N, St Petersburg, FL 33703",-82.638843,27.816848,True,"Breakfast, Mexican",2,Dollar($),40.0,,3,3 - Premium,False,False,False,4.5,True,True,Excellent,1203,True,
17099856,Datz,216,United States,Tampa Bay,Palma Ceia,"2616 S Macdill Avenue, Tampa, FL 33629",-82.4932815,27.9219315,True,"Desserts, Bar Food",2,Dollar($),40.0,,3,3 - Premium,False,False,False,4.7,True,True,Excellent,3074,True,
17100307,Ella's Americana Folk Art Cafe,216,United States,Tampa Bay,Seminole Heights,"5119 N Nebraska Ave, Tampa, FL 33603",-82.451041,27.993645,True,"International, Italian, Southern",3,Dollar($),40.0,,3,3 - Premium,False,False,False,4.8,True,True,Excellent,1715,True,
17093600,Taco Bus,216,United States,Tampa Bay,Seminole Heights,"913 E Hillsborough Ave, Tampa, FL 33604",-82.449897,27.995964,True,"Mexican, Vegetarian",2,Dollar($),10.0,,1,1 - Budget,False,False,False,4.5,True,True,Excellent,1868,True,
17100547,The Refinery,216,United States,Tampa Bay,Seminole Heights,"5137 N. Florida Ave., Tampa, FL 33603",-82.459339,27.99384,True,"Seafood, Steak",2,Dollar($),40.0,,3,3 - Premium,False,False,False,4.0,True,True,Very Good,875,True,
17093124,Columbia Restaurant,216,United States,Tampa Bay,Ybor City,"2117 E 7th Ave, Tampa, FL 33605",-82.4351499,27.959884,True,"Cuban, Spanish",2,Dollar($),40.0,,3,3 - Premium,False,False,False,4.4,True,True,Very Good,1746,True,
16608059,1918 Bistro & Grill,14,Australia,Tanunda,Tanunda,"94 Murray St, Tanunda, SA",138.966064,-34.519619,True,"Modern Australian, Australian",2,Dollar($),30.0,,3,3 - Premium,False,False,False,4.4,True,True,Very Good,339,True,
16605194,Pig and Whistle,14,Australia,Trentham East,Trentham East,"Pearsons Rd, Trentham East, VIC",144.41272,-37.396942,True,Australian,1,Dollar($),20.0,,2,2 - Mid-range,False,False,False,4.1,True,True,Very Good,87,True,
17678243,Buffalo Wild Wings,216,United States,Valdosta,Valdosta,"1553 Baytree Rd., Valdosta, GA 31602",-83.319123,30.846819,True,Bar Food,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.4,True,True,Average,98,True,
17678043,El Toreo Mexican Restaurant,216,United States,Valdosta,Valdosta,"1713 Gornto Rd, Valdosta, GA 31601",-83.3247,30.8426,True,Mexican,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.1,True,True,Average,83,True,
17677978,306 North Restaurant,216,United States,Valdosta,Valdosta,"306 N Patterson St, Valdosta, GA 31601",-83.2799,30.8332,True,"Seafood, Southern",2,Dollar($),40.0,,3,3 - Premium,False,False,False,3.9,True,True,Good,231,True,
17677988,Austins Cattle Co,216,United States,Valdosta,Valdosta,"2101 W Hill Ave, Valdosta, GA 31601",-83.3170843,30.8164364,True,"Burger, Seafood, Steak",3,Dollar($),40.0,,3,3 - Premium,False,False,False,3.7,True,True,Good,216,True,
17678231,Beijing Cafe,216,United States,Valdosta,Valdosta,"1715 C Norman Drive, Valdosta, GA 31601",-83.318554,30.841892,True,"Asian, Chinese, Thai",3,Dollar($),35.0,,3,3 - Premium,False,False,False,3.8,True,True,Good,185,True,
17677990,Bleu Cafe,216,United States,Valdosta,Valdosta,"125 N Patterson St, Valdosta, GA 31601",-83.279,30.8308,True,"Pizza, Sandwich",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.7,True,True,Good,185,True,
17677991,Bleu Pub,216,United States,Valdosta,Valdosta,"116 W Hill Ave, Valdosta, GA 31601",-83.2792,30.8308,True,"Burger, Bar Food, Vegetarian",3,Dollar($),10.0,,1,1 - Budget,False,False,False,3.8,True,True,Good,281,True,
17678307,Bubba Jax Crab Shack,216,United States,Valdosta,Valdosta,"1700 W Hill Ave, Valdosta, GA 31601",-83.3085736,30.8223548,True,"Fast Food, Seafood",2,Dollar($),40.0,,3,3 - Premium,False,False,False,3.7,True,True,Good,137,True,
17678276,Cheddar's Scratch Kitchen,216,United States,Valdosta,Valdosta,"270 Norman Drive, Valdosta, GA 31601",-83.316402,30.824691,True,American,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.7,True,True,Good,209,True,
17678283,El Cazador,216,United States,Valdosta,Valdosta,"1600 N. Ashley St., Valdosta, GA 31602",-83.28078,30.850888,True,Mexican,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,168,True,
17678222,Friends Grille and Bar,216,United States,Valdosta,Valdosta,"3338-B Country Club Rd, GA 31605",-83.29633,30.880146,True,"American, Southern",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.9,True,True,Good,243,True,
17678055,Giulios Greek & Italian Restaurant,216,United States,Valdosta,Valdosta,"105 E Ann St, Valdosta, GA 31601",-83.2851,30.8433,True,"Greek, Italian",2,Dollar($),40.0,,3,3 - Premium,False,False,False,3.8,True,True,Good,221,True,
17678326,La Jalisco Supermercato,216,United States,Valdosta,Valdosta,"1300 N. Ashley St., Valdosta, GA 31601",-83.281,30.8465,True,Mexican,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.5,True,False,Good,46,True,
17678229,Masato Japanese,216,United States,Valdosta,Valdosta,"1337 Baytree Rd, Valdosta, GA 31602",-83.310343,30.846763,True,"Japanese, Sushi",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.9,True,True,Good,262,True,
17678097,Mom & Dad's Italian Restaurant,216,United States,Valdosta,Valdosta,"4143 N Valdosta Rd, Valdosta, GA 31602",-83.3283,30.8971,True,Italian,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.7,True,True,Good,183,True,
17678216,Mori's Japanese Steakhouse & Sushi Bar,216,United States,Valdosta,Valdosta,"1709 Norman Dr, Valdosta, GA 31601",-83.318958,30.841547,True,"Japanese, Steak, Sushi",3,Dollar($),70.0,,4,4 - Luxury,False,False,False,3.5,True,True,Good,208,True,
17678233,Passage 2 India,216,United States,Valdosta,Valdosta,"2910 N Ashley St Ste E, Valdosta, GA 31602",-83.289338,30.87114,True,"Indian, Middle Eastern",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.8,True,True,Good,245,True,
17678148,Rodeo Mexican Restaurant,216,United States,Valdosta,Valdosta,"2801 N Ashley St, Valdosta, GA 31602",-83.2868,30.868,True,Mexican,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.8,True,True,Good,199,True,
17678291,Steel Magnolias,216,United States,Valdosta,Valdosta,"132 N. Patterson St, Valdosta, GA 31601",-83.2796,30.8316,True,Southern,1,Dollar($),40.0,,3,3 - Premium,False,False,False,3.8,True,True,Good,225,True,
17678218,Smok'n Pig B-B-Q,216,United States,Valdosta,Valdosta,"4228 N Valdosta Rd, Valdosta, GA 31602",-83.332796,30.897087,True,BBQ,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,4.1,True,True,Very Good,575,True,
17558738,Blue House Cafe,216,United States,Vernonia,Vernonia,"919 Bridge St, Vernonia, OR 97064",-123.1954368,45.858667,True,"Coffee and Tea, Mediterranean",2,Dollar($),10.0,,1,1 - Budget,False,False,False,4.3,True,True,Very Good,88,True,
16608209,Anchorage Cafe Restaurant Wine Bar,14,Australia,Victor Harbor,Victor Harbor,"21 Flinders Parade, Victor Harbor, SA",138.624316,-35.5536609,True,"Coffee and Tea, Tapas, Australian",3,Dollar($),20.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,96,True,
16654702,Lake House Restaurant,37,Canada,Vineland Station,Vineland Station,"3100 N Service Rd, Vineland Station, ON L0R2E0",-79.3791465,43.1868697,True,"Italian, Mediterranean, Pizza",3,Dollar($),70.0,,4,4 - Luxury,False,False,False,4.3,True,True,Very Good,204,True,
17697444,Masala Grill & Coffee House,216,United States,Waterloo,Cedar Falls,"911 W 23rd St, Cedar Falls, IA 50613",-92.456343,42.516908,True,"Indian, Middle Eastern",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.2,True,False,Average,18,True,
17696871,Brown Bottle The Cedar Falls,216,United States,Waterloo,Cedar Falls,"1111 Center St, Cedar Falls, IA 50613",-92.4507,42.5464,True,"Italian, Pizza, Vegetarian",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.7,True,True,Good,134,True,
17696891,Four Queens Dairy Cream,216,United States,Waterloo,Cedar Falls,"1310 W 1st St, Cedar Falls, IA 50613",-92.4599,42.5377,True,Desserts,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.9,True,True,Good,190,True,
17696901,Hong Kong Chinese Restaurant,216,United States,Waterloo,Cedar Falls,"6306 University Ave, Cedar Falls, IA 50613",-92.4322,42.5133,True,Chinese,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.8,True,True,Good,136,True,
17697384,HuHot Mongolian Grill,216,United States,Waterloo,Cedar Falls,"6301 University Ave, Cedar Falls, IA 50613",-92.432177,42.512646,True,"Asian, Chinese",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.7,True,True,Good,113,True,
17697417,J's Homestyle Cooking,216,United States,Waterloo,Cedar Falls,"1724 West 31st Street, Cedar Falls, IA 50613",-92.466597,42.509472,True,"American, Breakfast",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.6,True,True,Good,69,True,
17696918,Montage,216,United States,Waterloo,Cedar Falls,"222 Main St, Cedar Falls, IA 50613",-92.4453,42.5366,True,"American, Italian, Seafood",3,Dollar($),40.0,,3,3 - Premium,False,False,False,3.6,True,True,Good,89,True,
17696920,Mulligan's Brick Oven Grill,216,United States,Waterloo,Cedar Falls,"205 E 18th St, Cedar Falls, IA 50613",-92.444,42.5219,True,"Burger, Pizza, Sandwich",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,80,True,
17697398,Sakura,216,United States,Waterloo,Cedar Falls,"5719 university avenue, Cedar Falls, IA 50613",-92.426215,42.51259,True,"Japanese, Sushi",2,Dollar($),40.0,,3,3 - Premium,False,False,False,3.8,True,True,Good,175,True,
17697406,Scratch,216,United States,Waterloo,Cedar Falls,"315 Main St, Cedar Falls, IA 50613",-92.4457417,42.5354081,True,"Coffee and Tea, Desserts, Beverages",3,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,136,True,
17696941,SOHO Sushi Bar & Deli,216,United States,Waterloo,Cedar Falls,"119 Main St, Cedar Falls, IA 50613",-92.4457,42.5375,True,"Sandwich, Sushi, Tapas",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,114,True,
17696955,Texas Roadhouse,216,United States,Waterloo,Cedar Falls,"5715 University Ave, Cedar Falls, IA 50613",-92.4291,42.5127,True,"American, BBQ, Steak",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,93,True,
17696957,Tony's La Pizzeria,216,United States,Waterloo,Cedar Falls,"407 Main St, Cedar Falls, IA 50613",-92.445723,42.53489,True,"Pizza, Sandwich",2,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,89,True,
17697418,Chapala,216,United States,Waterloo,Waterloo,"900 La Porte Road, Waterloo, IA 50702",-92.323032,42.477281,True,Mexican,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,69,True,
17697386,Galleria de Paco,216,United States,Waterloo,Waterloo,"622 Commercial Street, Waterloo, IA 50701",-92.339721,42.494908,True,American,1,Dollar($),40.0,,3,3 - Premium,False,False,False,3.6,True,True,Good,86,True,
17697224,Golden China,216,United States,Waterloo,Waterloo,"106 Brookridge Dr, IA 50702",-92.356066,42.458979,True,Chinese,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,73,True,
17697304,Rudy's Tacos,216,United States,Waterloo,Waterloo,"2401 Falls Avenue, IA 50701",-92.3772,42.499705,True,Mexican,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.6,True,True,Good,104,True,
17697389,The Screaming Eagle,216,United States,Waterloo,Waterloo,"228 E 4th St., Waterloo, IA 50703",-92.335523,42.4984,True,"American, Bar Food",2,Dollar($),10.0,,1,1 - Budget,False,False,False,3.7,True,True,Good,101,True,
17697424,The Thai Bowl,216,United States,Waterloo,Waterloo,"624 Sycamore Street, Waterloo, IA 50703",-92.335769,42.497919,True,Thai,1,Dollar($),10.0,,1,1 - Budget,False,False,False,3.5,True,True,Good,58,True,
17697332,Tokyo Japanese Steak House,216,United States,Waterloo,Waterloo,"1931 Sears Street, Waterloo, IA 50702",-92.3234,42.46558,True,"Japanese, Steak, Sushi",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.9,True,True,Good,156,True,
17694056,Theo Yianni's Authentic Greek Restaurant,216,United States,Weirton,Weirton,"322 American Way, Weirton, WV 26062",-80.529488,40.396043,True,"Burger, Greek, Sandwich",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.9,True,True,Good,156,True,
17559793,Fishpatrick's Crabby Cafe,216,United States,Winchester Bay,Winchester Bay,"196 Bayfront Loop, Winchester Bay, OR 97467",-124.175346,43.678998,True,"Burger, Seafood, Steak",3,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.2,True,False,Average,16,True,
16668008,Arigato Sushi,37,Canada,Yorkton,Yorkton,"14 Second Ave North, Yorkton, SK S3N 1G1",-102.4613173,51.2106824,True,Asian,1,Dollar($),25.0,,2,2 - Mid-range,False,False,False,3.3,True,False,Average,26,True,
18212135,Denny's,214,UAE,Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi",54.38279729,24.49550307,True,American,1,Emirati Diram(AED),190.0,,4,4 - Luxury,False,False,False,4.6,True,True,Excellent,207,True,
5704255,Famous Dave's Barbecue,214,UAE,Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi",54.38294616,24.49569253,True,American,1,Emirati Diram(AED),260.0,,4,4 - Luxury,False,True,False,4.6,True,True,Excellent,376,True,
5701978,Pizza Di Rocco,214,UAE,Abu Dhabi,Al Dhafrah,"Near Corner of Salam and Al Falah Street (9th Street), Salam Street, Al Dhafrah, Abu Dhabi",54.38193094,24.48557932,True,"Italian, Pizza",2,Emirati Diram(AED),150.0,,3,3 - Premium,True,True,False,4.4,True,True,Very Good,471,True,
5701729,Sofra Istanbul,214,UAE,Abu Dhabi,Al Dhafrah,"Next to ADNOC Petrol Station, Muroor Road, Al Dhafrah, Abu Dhabi",54.37127855,24.47756501,True,"Turkish, Arabian, Middle Eastern",3,Emirati Diram(AED),70.0,,2,2 - Mid-range,False,False,False,4.3,True,True,Very Good,224,True,
5704168,Salt,214,UAE,Abu Dhabi,Al Mushrif,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",54.38080709,24.4543119,True,"Fast Food, Burger",2,Emirati Diram(AED),100.0,,3,3 - Premium,False,False,False,4.2,True,True,Very Good,228,True,
18277098,Genghis Grill,214,UAE,Abu Dhabi,"Al Wahda Mall, Al Wahda","Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi",54.37500816,24.47083582,True,Asian,1,Emirati Diram(AED),180.0,,4,4 - Luxury,False,False,False,4.6,True,True,Excellent,81,True,
5701446,Olive Garden,214,UAE,Abu Dhabi,"Al Wahda Mall, Al Wahda","Level 3, Al Wahda Mall Extension, Al Wahda, Abu Dhabi",54.37332205,24.46936983,True,"Italian, Pizza",2,Emirati Diram(AED),230.0,,4,4 - Luxury,False,False,False,4.1,True,True,Very Good,422,True,
5700052,Cho Gao - Crowne Plaza Abu Dhabi,214,UAE,Abu Dhabi,"Crowne Plaza Abu Dhabi, Al Markaziya","Crowne Plaza Abu Dhabi, Sheikh Hamdan Bin Mohammed Street, Al Markaziya, Abu Dhabi",54.365694,24.491235,True,"Thai, Japanese, Chinese, Indonesian, Vietnamese",5,Emirati Diram(AED),350.0,,4,4 - Luxury,True,True,False,4.4,True,True,Very Good,246,True,
5702418,Gazebo,214,UAE,Abu Dhabi,"Dalma Mall, Mussafah Sanaiya","Ground Level, Next to E-Max, Dalma Mall, Mussafah Sanaiya, Abu Dhabi",54.52412188,24.33421694,True,"Indian, North Indian, Mughlai, Biryani",4,Emirati Diram(AED),120.0,,3,3 - Premium,True,True,False,4.0,True,True,Very Good,355,True,
5700386,Sangeetha Vegetarian Restaurant,214,UAE,Abu Dhabi,Madinat Zayed,"Opposite Cristal Hotel, Behind KM Trading, Electra Street, Madinat Zayed, Abu Dhabi",54.36377607,24.48525254,True,"Indian, South Indian",2,Emirati Diram(AED),60.0,,2,2 - Mid-range,False,True,False,3.6,True,True,Good,268,True,
5704202,Hot Palayok,214,UAE,Abu Dhabi,"Madinat Zayed Shopping Centre, Madinat Zayed","Food Court, Level 2, Madinat Zayed Shopping Centre, Madinat Zayed, Abu Dhabi",54.36615754,24.48277094,True,"Filipino, Japanese, Asian",3,Emirati Diram(AED),100.0,,3,3 - Premium,False,True,False,4.5,True,True,Excellent,162,True,
5701052,Applebee's,214,UAE,Abu Dhabi,"Mushrif Mall, Al Mushrif","Level 3, Mushrif Mall, Al Mushrif, Abu Dhabi",54.41314146,24.43409939,True,"American, Mexican, Seafood",3,Emirati Diram(AED),250.0,,4,4 - Luxury,False,True,False,4.0,True,True,Very Good,205,True,
5704118,Tikka Tonight,214,UAE,Abu Dhabi,Mussafah Sanaiya,"Behind RAK Bank, Sanaiya ME11, Mussafah Sanaiya, Abu Dhabi",54.51003961,24.36312973,True,"Pakistani, Afghani, Indian, Hyderabadi",4,Emirati Diram(AED),50.0,,2,2 - Mid-range,False,True,False,4.0,True,True,Very Good,277,True,
5701548,Bait El Khetyar,214,UAE,Abu Dhabi,Najda,"Al Najda Street, Najda, Abu Dhabi",54.37143378,24.48841145,True,"Lebanese, Arabian, Middle Eastern",3,Emirati Diram(AED),70.0,,2,2 - Mid-range,False,True,False,4.0,True,True,Very Good,380,True,
18235425,Indian By Nature,214,UAE,Abu Dhabi,Najda,"Shop 2-3, Tolico Building, Behind Lebanese Roastery, Near National Hospital, Najda, Abu Dhabi",54.37324997,24.48959102,True,Indian,1,Emirati Diram(AED),80.0,,3,3 - Premium,True,True,False,4.3,True,True,Very Good,180,True,
5702615,Via Delhi,214,UAE,Abu Dhabi,Najda,"Near First Flight Couriers, Behind ADNOC Head Office, Salam Street, Najda Area, Najda, Abu Dhabi",54.37422059,24.49089202,True,"Indian, North Indian, Chinese",3,Emirati Diram(AED),100.0,,3,3 - Premium,False,True,False,4.0,True,True,Very Good,525,True,
5703500,Punjab Grill,214,UAE,Abu Dhabi,"Venetian Village, Al Maqtaa","Venetian Village, Ritz Carlton Abu Dhabi, Grand Canal, Al Maqtaa, Abu Dhabi",54.4872137,24.4106148,True,"Indian, North Indian",2,Emirati Diram(AED),330.0,,4,4 - Luxury,True,False,False,4.9,True,True,Excellent,216,True,
18253896,Tamba,214,UAE,Abu Dhabi,"World Trade Center Mall, Al Markaziya","6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi",54.358147,24.488161,True,Indian,1,Emirati Diram(AED),500.0,,4,4 - Luxury,True,False,False,4.7,True,True,Excellent,201,True,
5701917,P.F. Chang's,214,UAE,Abu Dhabi,"World Trade Center Mall, Al Markaziya","Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi",54.35782894,24.48761082,True,Chinese,1,Emirati Diram(AED),250.0,,4,4 - Luxury,False,False,False,4.2,True,True,Very Good,435,True,
5702574,The Cheesecake Factory,214,UAE,Abu Dhabi,"Yas Mall, Yas Island","Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi",54.60685361,24.49053138,True,"American, Desserts",2,Emirati Diram(AED),200.0,,4,4 - Luxury,False,False,False,4.6,True,True,Excellent,586,True,
